 1) database/foo_forum/threads.csv
 2)
 3) contains comma-separated seed data for table:
 4)
 5) 	threads
 6)
 7) in MySQL database:
 8)
 9) 	foo_forum
10)
11) Row definition adheres to the syntax:
12)
13) id,user_id,title,score,created_at<NEWLINE>
6704,671,Some Interesting Topic Number 6704,437,2016-09-13 17:47:21
6705,671,Some Interesting Topic Number 6705,116,2016-09-13 17:47:22
6706,671,Some Interesting Topic Number 6706,34,2016-09-13 17:47:23
6707,671,Some Interesting Topic Number 6707,967,2016-09-13 17:47:24
6708,671,Some Interesting Topic Number 6708,-61,2016-09-13 17:47:25
6709,671,Some Interesting Topic Number 6709,148,2016-09-13 17:47:26
6710,671,Some Interesting Topic Number 6710,93,2016-09-13 17:47:27
6711,672,Some Interesting Topic Number 6711,174,2016-09-13 17:47:28
6712,672,Some Interesting Topic Number 6712,824,2016-09-13 17:47:29
6713,672,Some Interesting Topic Number 6713,234,2016-09-13 17:47:30
6714,672,Some Interesting Topic Number 6714,593,2016-09-13 17:47:31
6715,672,Some Interesting Topic Number 6715,237,2016-09-13 17:47:32
6716,672,Some Interesting Topic Number 6716,100,2016-09-13 17:47:33
6717,672,Some Interesting Topic Number 6717,632,2016-09-13 17:47:34
6718,672,Some Interesting Topic Number 6718,833,2016-09-13 17:47:35
6719,672,Some Interesting Topic Number 6719,88,2016-09-13 17:47:36
6720,672,Some Interesting Topic Number 6720,665,2016-09-13 17:47:37
6721,673,Some Interesting Topic Number 6721,-4,2016-09-13 17:47:38
6722,673,Some Interesting Topic Number 6722,908,2016-09-13 17:47:39
6723,673,Some Interesting Topic Number 6723,644,2016-09-13 17:47:40
6724,673,Some Interesting Topic Number 6724,489,2016-09-13 17:47:41
6725,673,Some Interesting Topic Number 6725,55,2016-09-13 17:47:42
6726,673,Some Interesting Topic Number 6726,39,2016-09-13 17:47:43
6727,673,Some Interesting Topic Number 6727,342,2016-09-13 17:47:44
6728,673,Some Interesting Topic Number 6728,75,2016-09-13 17:47:45
6729,673,Some Interesting Topic Number 6729,462,2016-09-13 17:47:46
6730,673,Some Interesting Topic Number 6730,652,2016-09-13 17:47:47
6731,674,Some Interesting Topic Number 6731,514,2016-09-13 17:47:48
6732,674,Some Interesting Topic Number 6732,650,2016-09-13 17:47:49
6733,674,Some Interesting Topic Number 6733,328,2016-09-13 17:47:50
6734,674,Some Interesting Topic Number 6734,770,2016-09-13 17:47:51
6735,674,Some Interesting Topic Number 6735,962,2016-09-13 17:47:52
6736,674,Some Interesting Topic Number 6736,914,2016-09-13 17:47:53
6737,674,Some Interesting Topic Number 6737,181,2016-09-13 17:47:54
6738,674,Some Interesting Topic Number 6738,781,2016-09-13 17:47:55
6739,674,Some Interesting Topic Number 6739,365,2016-09-13 17:47:56
6740,674,Some Interesting Topic Number 6740,54,2016-09-13 17:47:57
6741,675,Some Interesting Topic Number 6741,186,2016-09-13 17:47:58
6742,675,Some Interesting Topic Number 6742,285,2016-09-13 17:47:59
6743,675,Some Interesting Topic Number 6743,13,2016-09-13 17:48:00
6744,675,Some Interesting Topic Number 6744,681,2016-09-13 17:48:01
6745,675,Some Interesting Topic Number 6745,768,2016-09-13 17:48:02
6746,675,Some Interesting Topic Number 6746,132,2016-09-13 17:48:03
6747,675,Some Interesting Topic Number 6747,656,2016-09-13 17:48:04
6748,675,Some Interesting Topic Number 6748,279,2016-09-13 17:48:05
6749,675,Some Interesting Topic Number 6749,333,2016-09-13 17:48:06
6750,675,Some Interesting Topic Number 6750,-34,2016-09-13 17:48:07
6751,676,Some Interesting Topic Number 6751,635,2016-09-13 17:48:08
6752,676,Some Interesting Topic Number 6752,111,2016-09-13 17:48:09
6753,676,Some Interesting Topic Number 6753,384,2016-09-13 17:48:10
6754,676,Some Interesting Topic Number 6754,938,2016-09-13 17:48:11
6755,676,Some Interesting Topic Number 6755,155,2016-09-13 17:48:12
6756,676,Some Interesting Topic Number 6756,372,2016-09-13 17:48:13
6757,676,Some Interesting Topic Number 6757,306,2016-09-13 17:48:14
6758,676,Some Interesting Topic Number 6758,186,2016-09-13 17:48:15
6759,676,Some Interesting Topic Number 6759,761,2016-09-13 17:48:16
6760,676,Some Interesting Topic Number 6760,516,2016-09-13 17:48:17
6761,677,Some Interesting Topic Number 6761,-3,2016-09-13 17:48:18
6762,677,Some Interesting Topic Number 6762,809,2016-09-13 17:48:19
6763,677,Some Interesting Topic Number 6763,980,2016-09-13 17:48:20
6764,677,Some Interesting Topic Number 6764,625,2016-09-13 17:48:21
6765,677,Some Interesting Topic Number 6765,877,2016-09-13 17:48:22
6766,677,Some Interesting Topic Number 6766,72,2016-09-13 17:48:23
6767,677,Some Interesting Topic Number 6767,653,2016-09-13 17:48:24
6768,677,Some Interesting Topic Number 6768,55,2016-09-13 17:48:25
6769,677,Some Interesting Topic Number 6769,776,2016-09-13 17:48:26
6770,677,Some Interesting Topic Number 6770,889,2016-09-13 17:48:27
6771,678,Some Interesting Topic Number 6771,288,2016-09-13 17:48:28
6772,678,Some Interesting Topic Number 6772,225,2016-09-13 17:48:29
6773,678,Some Interesting Topic Number 6773,381,2016-09-13 17:48:30
6774,678,Some Interesting Topic Number 6774,967,2016-09-13 17:48:31
6775,678,Some Interesting Topic Number 6775,280,2016-09-13 17:48:32
6776,678,Some Interesting Topic Number 6776,381,2016-09-13 17:48:33
6777,678,Some Interesting Topic Number 6777,642,2016-09-13 17:48:34
6778,678,Some Interesting Topic Number 6778,607,2016-09-13 17:48:35
6779,678,Some Interesting Topic Number 6779,736,2016-09-13 17:48:36
6780,678,Some Interesting Topic Number 6780,980,2016-09-13 17:48:37
6781,679,Some Interesting Topic Number 6781,126,2016-09-13 17:48:38
6782,679,Some Interesting Topic Number 6782,-43,2016-09-13 17:48:39
6783,679,Some Interesting Topic Number 6783,605,2016-09-13 17:48:40
6784,679,Some Interesting Topic Number 6784,466,2016-09-13 17:48:41
6785,679,Some Interesting Topic Number 6785,544,2016-09-13 17:48:42
6786,679,Some Interesting Topic Number 6786,525,2016-09-13 17:48:43
6787,679,Some Interesting Topic Number 6787,293,2016-09-13 17:48:44
6788,679,Some Interesting Topic Number 6788,359,2016-09-13 17:48:45
6789,679,Some Interesting Topic Number 6789,-28,2016-09-13 17:48:46
6790,679,Some Interesting Topic Number 6790,751,2016-09-13 17:48:47
6791,680,Some Interesting Topic Number 6791,6,2016-09-13 17:48:48
6792,680,Some Interesting Topic Number 6792,424,2016-09-13 17:48:49
6793,680,Some Interesting Topic Number 6793,830,2016-09-13 17:48:50
6794,680,Some Interesting Topic Number 6794,339,2016-09-13 17:48:51
6795,680,Some Interesting Topic Number 6795,796,2016-09-13 17:48:52
6796,680,Some Interesting Topic Number 6796,281,2016-09-13 17:48:53
6797,680,Some Interesting Topic Number 6797,58,2016-09-13 17:48:54
6798,680,Some Interesting Topic Number 6798,-6,2016-09-13 17:48:55
6799,680,Some Interesting Topic Number 6799,950,2016-09-13 17:48:56
6800,680,Some Interesting Topic Number 6800,514,2016-09-13 17:48:57
6801,681,Some Interesting Topic Number 6801,17,2016-09-13 17:48:58
6802,681,Some Interesting Topic Number 6802,795,2016-09-13 17:48:59
6803,681,Some Interesting Topic Number 6803,739,2016-09-13 17:49:00
6804,681,Some Interesting Topic Number 6804,532,2016-09-13 17:49:01
6805,681,Some Interesting Topic Number 6805,377,2016-09-13 17:49:02
6806,681,Some Interesting Topic Number 6806,821,2016-09-13 17:49:03
6807,681,Some Interesting Topic Number 6807,3,2016-09-13 17:49:04
6808,681,Some Interesting Topic Number 6808,402,2016-09-13 17:49:05
6809,681,Some Interesting Topic Number 6809,224,2016-09-13 17:49:06
6810,681,Some Interesting Topic Number 6810,296,2016-09-13 17:49:07
6811,682,Some Interesting Topic Number 6811,900,2016-09-13 17:49:08
6812,682,Some Interesting Topic Number 6812,-76,2016-09-13 17:49:09
6813,682,Some Interesting Topic Number 6813,164,2016-09-13 17:49:10
6814,682,Some Interesting Topic Number 6814,912,2016-09-13 17:49:11
6815,682,Some Interesting Topic Number 6815,216,2016-09-13 17:49:12
6816,682,Some Interesting Topic Number 6816,157,2016-09-13 17:49:13
6817,682,Some Interesting Topic Number 6817,935,2016-09-13 17:49:14
6818,682,Some Interesting Topic Number 6818,129,2016-09-13 17:49:15
6819,682,Some Interesting Topic Number 6819,898,2016-09-13 17:49:16
6820,682,Some Interesting Topic Number 6820,684,2016-09-13 17:49:17
6821,683,Some Interesting Topic Number 6821,951,2016-09-13 17:49:18
6822,683,Some Interesting Topic Number 6822,509,2016-09-13 17:49:19
6823,683,Some Interesting Topic Number 6823,459,2016-09-13 17:49:20
6824,683,Some Interesting Topic Number 6824,769,2016-09-13 17:49:21
6825,683,Some Interesting Topic Number 6825,775,2016-09-13 17:49:22
6826,683,Some Interesting Topic Number 6826,-23,2016-09-13 17:49:23
6827,683,Some Interesting Topic Number 6827,724,2016-09-13 17:49:24
6828,683,Some Interesting Topic Number 6828,612,2016-09-13 17:49:25
6829,683,Some Interesting Topic Number 6829,18,2016-09-13 17:49:26
6830,683,Some Interesting Topic Number 6830,-64,2016-09-13 17:49:27
6831,684,Some Interesting Topic Number 6831,138,2016-09-13 17:49:28
6832,684,Some Interesting Topic Number 6832,379,2016-09-13 17:49:29
6833,684,Some Interesting Topic Number 6833,-27,2016-09-13 17:49:30
6834,684,Some Interesting Topic Number 6834,156,2016-09-13 17:49:31
6835,684,Some Interesting Topic Number 6835,240,2016-09-13 17:49:32
6836,684,Some Interesting Topic Number 6836,859,2016-09-13 17:49:33
6837,684,Some Interesting Topic Number 6837,439,2016-09-13 17:49:34
6838,684,Some Interesting Topic Number 6838,114,2016-09-13 17:49:35
6839,684,Some Interesting Topic Number 6839,217,2016-09-13 17:49:36
6840,684,Some Interesting Topic Number 6840,958,2016-09-13 17:49:37
6841,685,Some Interesting Topic Number 6841,708,2016-09-13 17:49:38
6842,685,Some Interesting Topic Number 6842,677,2016-09-13 17:49:39
6843,685,Some Interesting Topic Number 6843,22,2016-09-13 17:49:40
6844,685,Some Interesting Topic Number 6844,919,2016-09-13 17:49:41
6845,685,Some Interesting Topic Number 6845,843,2016-09-13 17:49:42
6846,685,Some Interesting Topic Number 6846,441,2016-09-13 17:49:43
6847,685,Some Interesting Topic Number 6847,935,2016-09-13 17:49:44
6848,685,Some Interesting Topic Number 6848,257,2016-09-13 17:49:45
6849,685,Some Interesting Topic Number 6849,627,2016-09-13 17:49:46
6850,685,Some Interesting Topic Number 6850,353,2016-09-13 17:49:47
6851,686,Some Interesting Topic Number 6851,-34,2016-09-13 17:49:48
6852,686,Some Interesting Topic Number 6852,615,2016-09-13 17:49:49
6853,686,Some Interesting Topic Number 6853,319,2016-09-13 17:49:50
6854,686,Some Interesting Topic Number 6854,951,2016-09-13 17:49:51
6855,686,Some Interesting Topic Number 6855,462,2016-09-13 17:49:52
6856,686,Some Interesting Topic Number 6856,851,2016-09-13 17:49:53
6857,686,Some Interesting Topic Number 6857,164,2016-09-13 17:49:54
6858,686,Some Interesting Topic Number 6858,664,2016-09-13 17:49:55
6859,686,Some Interesting Topic Number 6859,322,2016-09-13 17:49:56
6860,686,Some Interesting Topic Number 6860,493,2016-09-13 17:49:57
6861,687,Some Interesting Topic Number 6861,988,2016-09-13 17:49:58
6862,687,Some Interesting Topic Number 6862,368,2016-09-13 17:49:59
6863,687,Some Interesting Topic Number 6863,974,2016-09-13 17:50:00
6864,687,Some Interesting Topic Number 6864,101,2016-09-13 17:50:01
6865,687,Some Interesting Topic Number 6865,188,2016-09-13 17:50:02
6866,687,Some Interesting Topic Number 6866,312,2016-09-13 17:50:03
6867,687,Some Interesting Topic Number 6867,791,2016-09-13 17:50:04
6868,687,Some Interesting Topic Number 6868,403,2016-09-13 17:50:05
6869,687,Some Interesting Topic Number 6869,572,2016-09-13 17:50:06
6870,687,Some Interesting Topic Number 6870,205,2016-09-13 17:50:07
6871,688,Some Interesting Topic Number 6871,401,2016-09-13 17:50:08
6872,688,Some Interesting Topic Number 6872,416,2016-09-13 17:50:09
6873,688,Some Interesting Topic Number 6873,563,2016-09-13 17:50:10
6874,688,Some Interesting Topic Number 6874,765,2016-09-13 17:50:11
6875,688,Some Interesting Topic Number 6875,376,2016-09-13 17:50:12
6876,688,Some Interesting Topic Number 6876,938,2016-09-13 17:50:13
6877,688,Some Interesting Topic Number 6877,786,2016-09-13 17:50:14
6878,688,Some Interesting Topic Number 6878,842,2016-09-13 17:50:15
6879,688,Some Interesting Topic Number 6879,185,2016-09-13 17:50:16
6880,688,Some Interesting Topic Number 6880,736,2016-09-13 17:50:17
6881,689,Some Interesting Topic Number 6881,962,2016-09-13 17:50:18
6882,689,Some Interesting Topic Number 6882,387,2016-09-13 17:50:19
6883,689,Some Interesting Topic Number 6883,399,2016-09-13 17:50:20
6884,689,Some Interesting Topic Number 6884,425,2016-09-13 17:50:21
6885,689,Some Interesting Topic Number 6885,462,2016-09-13 17:50:22
6886,689,Some Interesting Topic Number 6886,347,2016-09-13 17:50:23
6887,689,Some Interesting Topic Number 6887,964,2016-09-13 17:50:24
6888,689,Some Interesting Topic Number 6888,55,2016-09-13 17:50:25
6889,689,Some Interesting Topic Number 6889,707,2016-09-13 17:50:26
6890,689,Some Interesting Topic Number 6890,822,2016-09-13 17:50:27
6891,690,Some Interesting Topic Number 6891,559,2016-09-13 17:50:28
6892,690,Some Interesting Topic Number 6892,963,2016-09-13 17:50:29
6893,690,Some Interesting Topic Number 6893,200,2016-09-13 17:50:30
6894,690,Some Interesting Topic Number 6894,860,2016-09-13 17:50:31
6895,690,Some Interesting Topic Number 6895,696,2016-09-13 17:50:32
6896,690,Some Interesting Topic Number 6896,519,2016-09-13 17:50:33
6897,690,Some Interesting Topic Number 6897,-99,2016-09-13 17:50:34
6898,690,Some Interesting Topic Number 6898,998,2016-09-13 17:50:35
6899,690,Some Interesting Topic Number 6899,448,2016-09-13 17:50:36
6900,690,Some Interesting Topic Number 6900,959,2016-09-13 17:50:37
6901,691,Some Interesting Topic Number 6901,626,2016-09-13 17:50:38
6902,691,Some Interesting Topic Number 6902,93,2016-09-13 17:50:39
6903,691,Some Interesting Topic Number 6903,8,2016-09-13 17:50:40
6904,691,Some Interesting Topic Number 6904,377,2016-09-13 17:50:41
6905,691,Some Interesting Topic Number 6905,375,2016-09-13 17:50:42
6906,691,Some Interesting Topic Number 6906,341,2016-09-13 17:50:43
6907,691,Some Interesting Topic Number 6907,650,2016-09-13 17:50:44
6908,691,Some Interesting Topic Number 6908,386,2016-09-13 17:50:45
6909,691,Some Interesting Topic Number 6909,377,2016-09-13 17:50:46
6910,691,Some Interesting Topic Number 6910,316,2016-09-13 17:50:47
6911,692,Some Interesting Topic Number 6911,965,2016-09-13 17:50:48
6912,692,Some Interesting Topic Number 6912,831,2016-09-13 17:50:49
6913,692,Some Interesting Topic Number 6913,248,2016-09-13 17:50:50
6914,692,Some Interesting Topic Number 6914,388,2016-09-13 17:50:51
6915,692,Some Interesting Topic Number 6915,831,2016-09-13 17:50:52
6916,692,Some Interesting Topic Number 6916,179,2016-09-13 17:50:53
6917,692,Some Interesting Topic Number 6917,449,2016-09-13 17:50:54
6918,692,Some Interesting Topic Number 6918,736,2016-09-13 17:50:55
6919,692,Some Interesting Topic Number 6919,855,2016-09-13 17:50:56
6920,692,Some Interesting Topic Number 6920,133,2016-09-13 17:50:57
6921,693,Some Interesting Topic Number 6921,827,2016-09-13 17:50:58
6922,693,Some Interesting Topic Number 6922,-9,2016-09-13 17:50:59
6923,693,Some Interesting Topic Number 6923,-70,2016-09-13 17:51:00
6924,693,Some Interesting Topic Number 6924,943,2016-09-13 17:51:01
6925,693,Some Interesting Topic Number 6925,712,2016-09-13 17:51:02
6926,693,Some Interesting Topic Number 6926,700,2016-09-13 17:51:03
6927,693,Some Interesting Topic Number 6927,738,2016-09-13 17:51:04
6928,693,Some Interesting Topic Number 6928,681,2016-09-13 17:51:05
6929,693,Some Interesting Topic Number 6929,449,2016-09-13 17:51:06
6930,693,Some Interesting Topic Number 6930,393,2016-09-13 17:51:07
6931,694,Some Interesting Topic Number 6931,464,2016-09-13 17:51:08
6932,694,Some Interesting Topic Number 6932,372,2016-09-13 17:51:09
6933,694,Some Interesting Topic Number 6933,508,2016-09-13 17:51:10
6934,694,Some Interesting Topic Number 6934,933,2016-09-13 17:51:11
6935,694,Some Interesting Topic Number 6935,454,2016-09-13 17:51:12
6936,694,Some Interesting Topic Number 6936,644,2016-09-13 17:51:13
6937,694,Some Interesting Topic Number 6937,530,2016-09-13 17:51:14
6938,694,Some Interesting Topic Number 6938,773,2016-09-13 17:51:15
6939,694,Some Interesting Topic Number 6939,525,2016-09-13 17:51:16
6940,694,Some Interesting Topic Number 6940,331,2016-09-13 17:51:17
6941,695,Some Interesting Topic Number 6941,939,2016-09-13 17:51:18
6942,695,Some Interesting Topic Number 6942,681,2016-09-13 17:51:19
6943,695,Some Interesting Topic Number 6943,699,2016-09-13 17:51:20
6944,695,Some Interesting Topic Number 6944,331,2016-09-13 17:51:21
6945,695,Some Interesting Topic Number 6945,541,2016-09-13 17:51:22
6946,695,Some Interesting Topic Number 6946,851,2016-09-13 17:51:23
6947,695,Some Interesting Topic Number 6947,766,2016-09-13 17:51:24
6948,695,Some Interesting Topic Number 6948,228,2016-09-13 17:51:25
6949,695,Some Interesting Topic Number 6949,-26,2016-09-13 17:51:26
6950,695,Some Interesting Topic Number 6950,565,2016-09-13 17:51:27
6951,696,Some Interesting Topic Number 6951,714,2016-09-13 17:51:28
6952,696,Some Interesting Topic Number 6952,946,2016-09-13 17:51:29
6953,696,Some Interesting Topic Number 6953,39,2016-09-13 17:51:30
6954,696,Some Interesting Topic Number 6954,570,2016-09-13 17:51:31
6955,696,Some Interesting Topic Number 6955,735,2016-09-13 17:51:32
6956,696,Some Interesting Topic Number 6956,284,2016-09-13 17:51:33
6957,696,Some Interesting Topic Number 6957,522,2016-09-13 17:51:34
6958,696,Some Interesting Topic Number 6958,502,2016-09-13 17:51:35
6959,696,Some Interesting Topic Number 6959,243,2016-09-13 17:51:36
6960,696,Some Interesting Topic Number 6960,684,2016-09-13 17:51:37
6961,697,Some Interesting Topic Number 6961,-6,2016-09-13 17:51:38
6962,697,Some Interesting Topic Number 6962,580,2016-09-13 17:51:39
6963,697,Some Interesting Topic Number 6963,364,2016-09-13 17:51:40
6964,697,Some Interesting Topic Number 6964,375,2016-09-13 17:51:41
6965,697,Some Interesting Topic Number 6965,198,2016-09-13 17:51:42
6966,697,Some Interesting Topic Number 6966,798,2016-09-13 17:51:43
6967,697,Some Interesting Topic Number 6967,156,2016-09-13 17:51:44
6968,697,Some Interesting Topic Number 6968,-59,2016-09-13 17:51:45
6969,697,Some Interesting Topic Number 6969,719,2016-09-13 17:51:46
6970,697,Some Interesting Topic Number 6970,26,2016-09-13 17:51:47
6971,698,Some Interesting Topic Number 6971,203,2016-09-13 17:51:48
6972,698,Some Interesting Topic Number 6972,520,2016-09-13 17:51:49
6973,698,Some Interesting Topic Number 6973,612,2016-09-13 17:51:50
6974,698,Some Interesting Topic Number 6974,755,2016-09-13 17:51:51
6975,698,Some Interesting Topic Number 6975,190,2016-09-13 17:51:52
6976,698,Some Interesting Topic Number 6976,584,2016-09-13 17:51:53
6977,698,Some Interesting Topic Number 6977,141,2016-09-13 17:51:54
6978,698,Some Interesting Topic Number 6978,407,2016-09-13 17:51:55
6979,698,Some Interesting Topic Number 6979,302,2016-09-13 17:51:56
6980,698,Some Interesting Topic Number 6980,499,2016-09-13 17:51:57
6981,699,Some Interesting Topic Number 6981,346,2016-09-13 17:51:58
6982,699,Some Interesting Topic Number 6982,18,2016-09-13 17:51:59
6983,699,Some Interesting Topic Number 6983,338,2016-09-13 17:52:00
6984,699,Some Interesting Topic Number 6984,693,2016-09-13 17:52:01
6985,699,Some Interesting Topic Number 6985,940,2016-09-13 17:52:02
6986,699,Some Interesting Topic Number 6986,797,2016-09-13 17:52:03
6987,699,Some Interesting Topic Number 6987,575,2016-09-13 17:52:04
6988,699,Some Interesting Topic Number 6988,263,2016-09-13 17:52:05
6989,699,Some Interesting Topic Number 6989,737,2016-09-13 17:52:06
6990,699,Some Interesting Topic Number 6990,989,2016-09-13 17:52:07
6991,700,Some Interesting Topic Number 6991,-71,2016-09-13 17:52:08
6992,700,Some Interesting Topic Number 6992,392,2016-09-13 17:52:09
6993,700,Some Interesting Topic Number 6993,182,2016-09-13 17:52:10
6994,700,Some Interesting Topic Number 6994,283,2016-09-13 17:52:11
6995,700,Some Interesting Topic Number 6995,96,2016-09-13 17:52:12
6996,700,Some Interesting Topic Number 6996,212,2016-09-13 17:52:13
6997,700,Some Interesting Topic Number 6997,102,2016-09-13 17:52:14
6998,700,Some Interesting Topic Number 6998,67,2016-09-13 17:52:15
6999,700,Some Interesting Topic Number 6999,741,2016-09-13 17:52:16
7000,700,Some Interesting Topic Number 7000,680,2016-09-13 17:52:17
7001,701,Some Interesting Topic Number 7001,999,2016-09-13 17:52:18
7002,701,Some Interesting Topic Number 7002,984,2016-09-13 17:52:19
7003,701,Some Interesting Topic Number 7003,313,2016-09-13 17:52:20
7004,701,Some Interesting Topic Number 7004,415,2016-09-13 17:52:21
7005,701,Some Interesting Topic Number 7005,979,2016-09-13 17:52:22
7006,701,Some Interesting Topic Number 7006,797,2016-09-13 17:52:23
7007,701,Some Interesting Topic Number 7007,587,2016-09-13 17:52:24
7008,701,Some Interesting Topic Number 7008,105,2016-09-13 17:52:25
7009,701,Some Interesting Topic Number 7009,-98,2016-09-13 17:52:26
7010,701,Some Interesting Topic Number 7010,663,2016-09-13 17:52:27
7011,702,Some Interesting Topic Number 7011,57,2016-09-13 17:52:28
7012,702,Some Interesting Topic Number 7012,645,2016-09-13 17:52:29
7013,702,Some Interesting Topic Number 7013,58,2016-09-13 17:52:30
7014,702,Some Interesting Topic Number 7014,550,2016-09-13 17:52:31
7015,702,Some Interesting Topic Number 7015,341,2016-09-13 17:52:32
7016,702,Some Interesting Topic Number 7016,8,2016-09-13 17:52:33
7017,702,Some Interesting Topic Number 7017,124,2016-09-13 17:52:34
7018,702,Some Interesting Topic Number 7018,594,2016-09-13 17:52:35
7019,702,Some Interesting Topic Number 7019,21,2016-09-13 17:52:36
7020,702,Some Interesting Topic Number 7020,0,2016-09-13 17:52:37
7021,703,Some Interesting Topic Number 7021,550,2016-09-13 17:52:38
7022,703,Some Interesting Topic Number 7022,804,2016-09-13 17:52:39
7023,703,Some Interesting Topic Number 7023,378,2016-09-13 17:52:40
7024,703,Some Interesting Topic Number 7024,-17,2016-09-13 17:52:41
7025,703,Some Interesting Topic Number 7025,593,2016-09-13 17:52:42
7026,703,Some Interesting Topic Number 7026,186,2016-09-13 17:52:43
7027,703,Some Interesting Topic Number 7027,666,2016-09-13 17:52:44
7028,703,Some Interesting Topic Number 7028,645,2016-09-13 17:52:45
7029,703,Some Interesting Topic Number 7029,787,2016-09-13 17:52:46
7030,703,Some Interesting Topic Number 7030,899,2016-09-13 17:52:47
7031,704,Some Interesting Topic Number 7031,752,2016-09-13 17:52:48
7032,704,Some Interesting Topic Number 7032,814,2016-09-13 17:52:49
7033,704,Some Interesting Topic Number 7033,404,2016-09-13 17:52:50
7034,704,Some Interesting Topic Number 7034,972,2016-09-13 17:52:51
7035,704,Some Interesting Topic Number 7035,381,2016-09-13 17:52:52
7036,704,Some Interesting Topic Number 7036,389,2016-09-13 17:52:53
7037,704,Some Interesting Topic Number 7037,231,2016-09-13 17:52:54
7038,704,Some Interesting Topic Number 7038,142,2016-09-13 17:52:55
7039,704,Some Interesting Topic Number 7039,363,2016-09-13 17:52:56
7040,704,Some Interesting Topic Number 7040,530,2016-09-13 17:52:57
7041,705,Some Interesting Topic Number 7041,406,2016-09-13 17:52:58
7042,705,Some Interesting Topic Number 7042,347,2016-09-13 17:52:59
7043,705,Some Interesting Topic Number 7043,315,2016-09-13 17:53:00
7044,705,Some Interesting Topic Number 7044,813,2016-09-13 17:53:01
7045,705,Some Interesting Topic Number 7045,534,2016-09-13 17:53:02
7046,705,Some Interesting Topic Number 7046,849,2016-09-13 17:53:03
7047,705,Some Interesting Topic Number 7047,408,2016-09-13 17:53:04
7048,705,Some Interesting Topic Number 7048,233,2016-09-13 17:53:05
7049,705,Some Interesting Topic Number 7049,727,2016-09-13 17:53:06
7050,705,Some Interesting Topic Number 7050,965,2016-09-13 17:53:07
7051,706,Some Interesting Topic Number 7051,192,2016-09-13 17:53:08
7052,706,Some Interesting Topic Number 7052,445,2016-09-13 17:53:09
7053,706,Some Interesting Topic Number 7053,172,2016-09-13 17:53:10
7054,706,Some Interesting Topic Number 7054,855,2016-09-13 17:53:11
7055,706,Some Interesting Topic Number 7055,254,2016-09-13 17:53:12
7056,706,Some Interesting Topic Number 7056,429,2016-09-13 17:53:13
7057,706,Some Interesting Topic Number 7057,979,2016-09-13 17:53:14
7058,706,Some Interesting Topic Number 7058,744,2016-09-13 17:53:15
7059,706,Some Interesting Topic Number 7059,730,2016-09-13 17:53:16
7060,706,Some Interesting Topic Number 7060,231,2016-09-13 17:53:17
7061,707,Some Interesting Topic Number 7061,984,2016-09-13 17:53:18
7062,707,Some Interesting Topic Number 7062,974,2016-09-13 17:53:19
7063,707,Some Interesting Topic Number 7063,401,2016-09-13 17:53:20
7064,707,Some Interesting Topic Number 7064,49,2016-09-13 17:53:21
7065,707,Some Interesting Topic Number 7065,401,2016-09-13 17:53:22
7066,707,Some Interesting Topic Number 7066,350,2016-09-13 17:53:23
7067,707,Some Interesting Topic Number 7067,86,2016-09-13 17:53:24
7068,707,Some Interesting Topic Number 7068,392,2016-09-13 17:53:25
7069,707,Some Interesting Topic Number 7069,946,2016-09-13 17:53:26
7070,707,Some Interesting Topic Number 7070,750,2016-09-13 17:53:27
7071,708,Some Interesting Topic Number 7071,793,2016-09-13 17:53:28
7072,708,Some Interesting Topic Number 7072,312,2016-09-13 17:53:29
7073,708,Some Interesting Topic Number 7073,787,2016-09-13 17:53:30
7074,708,Some Interesting Topic Number 7074,21,2016-09-13 17:53:31
7075,708,Some Interesting Topic Number 7075,428,2016-09-13 17:53:32
7076,708,Some Interesting Topic Number 7076,794,2016-09-13 17:53:33
7077,708,Some Interesting Topic Number 7077,10,2016-09-13 17:53:34
7078,708,Some Interesting Topic Number 7078,271,2016-09-13 17:53:35
7079,708,Some Interesting Topic Number 7079,775,2016-09-13 17:53:36
7080,708,Some Interesting Topic Number 7080,384,2016-09-13 17:53:37
7081,709,Some Interesting Topic Number 7081,862,2016-09-13 17:53:38
7082,709,Some Interesting Topic Number 7082,879,2016-09-13 17:53:39
7083,709,Some Interesting Topic Number 7083,433,2016-09-13 17:53:40
7084,709,Some Interesting Topic Number 7084,891,2016-09-13 17:53:41
7085,709,Some Interesting Topic Number 7085,446,2016-09-13 17:53:42
7086,709,Some Interesting Topic Number 7086,149,2016-09-13 17:53:43
7087,709,Some Interesting Topic Number 7087,953,2016-09-13 17:53:44
7088,709,Some Interesting Topic Number 7088,429,2016-09-13 17:53:45
7089,709,Some Interesting Topic Number 7089,-69,2016-09-13 17:53:46
7090,709,Some Interesting Topic Number 7090,906,2016-09-13 17:53:47
7091,710,Some Interesting Topic Number 7091,985,2016-09-13 17:53:48
7092,710,Some Interesting Topic Number 7092,117,2016-09-13 17:53:49
7093,710,Some Interesting Topic Number 7093,936,2016-09-13 17:53:50
7094,710,Some Interesting Topic Number 7094,543,2016-09-13 17:53:51
7095,710,Some Interesting Topic Number 7095,776,2016-09-13 17:53:52
7096,710,Some Interesting Topic Number 7096,219,2016-09-13 17:53:53
7097,710,Some Interesting Topic Number 7097,591,2016-09-13 17:53:54
7098,710,Some Interesting Topic Number 7098,529,2016-09-13 17:53:55
