 1) database/db1/tbl1.csv
 2)
 3) contains comma-separated seed data for table:
 4)
 5) 	tbl1
 6)
 7) in MySQL database:
 8)
 9) 	db1
10)
11) Row definition adheres to the syntax:
12)
13) id,col1<NEWLINE>
17474,col117474
17475,col117475
17476,col117476
17477,col117477
17478,col117478
17479,col117479
17480,col117480
17481,col117481
17482,col117482
17483,col117483
17484,col117484
17485,col117485
17486,col117486
17487,col117487
17488,col117488
17489,col117489
17490,col117490
17491,col117491
17492,col117492
17493,col117493
17494,col117494
17495,col117495
17496,col117496
17497,col117497
17498,col117498
17499,col117499
17500,col117500
17501,col117501
17502,col117502
17503,col117503
17504,col117504
17505,col117505
17506,col117506
17507,col117507
17508,col117508
17509,col117509
17510,col117510
17511,col117511
17512,col117512
17513,col117513
17514,col117514
17515,col117515
17516,col117516
17517,col117517
17518,col117518
17519,col117519
17520,col117520
17521,col117521
17522,col117522
17523,col117523
17524,col117524
17525,col117525
17526,col117526
17527,col117527
17528,col117528
17529,col117529
17530,col117530
17531,col117531
17532,col117532
17533,col117533
17534,col117534
17535,col117535
17536,col117536
17537,col117537
17538,col117538
17539,col117539
17540,col117540
17541,col117541
17542,col117542
17543,col117543
17544,col117544
17545,col117545
17546,col117546
17547,col117547
17548,col117548
17549,col117549
17550,col117550
17551,col117551
17552,col117552
17553,col117553
17554,col117554
17555,col117555
17556,col117556
17557,col117557
17558,col117558
17559,col117559
17560,col117560
17561,col117561
17562,col117562
17563,col117563
17564,col117564
17565,col117565
17566,col117566
17567,col117567
17568,col117568
17569,col117569
17570,col117570
17571,col117571
17572,col117572
17573,col117573
17574,col117574
17575,col117575
17576,col117576
17577,col117577
17578,col117578
17579,col117579
17580,col117580
17581,col117581
17582,col117582
17583,col117583
17584,col117584
17585,col117585
17586,col117586
17587,col117587
17588,col117588
17589,col117589
17590,col117590
17591,col117591
17592,col117592
17593,col117593
17594,col117594
17595,col117595
17596,col117596
17597,col117597
17598,col117598
17599,col117599
17600,col117600
17601,col117601
17602,col117602
17603,col117603
17604,col117604
17605,col117605
17606,col117606
17607,col117607
17608,col117608
17609,col117609
17610,col117610
17611,col117611
17612,col117612
17613,col117613
17614,col117614
17615,col117615
17616,col117616
17617,col117617
17618,col117618
17619,col117619
17620,col117620
17621,col117621
17622,col117622
17623,col117623
17624,col117624
17625,col117625
17626,col117626
17627,col117627
17628,col117628
17629,col117629
17630,col117630
17631,col117631
17632,col117632
17633,col117633
17634,col117634
17635,col117635
17636,col117636
17637,col117637
17638,col117638
17639,col117639
17640,col117640
17641,col117641
17642,col117642
17643,col117643
17644,col117644
17645,col117645
17646,col117646
17647,col117647
17648,col117648
17649,col117649
17650,col117650
17651,col117651
17652,col117652
17653,col117653
17654,col117654
17655,col117655
17656,col117656
17657,col117657
17658,col117658
17659,col117659
17660,col117660
17661,col117661
17662,col117662
17663,col117663
17664,col117664
17665,col117665
17666,col117666
17667,col117667
17668,col117668
17669,col117669
17670,col117670
17671,col117671
17672,col117672
17673,col117673
17674,col117674
17675,col117675
17676,col117676
17677,col117677
17678,col117678
17679,col117679
17680,col117680
17681,col117681
17682,col117682
17683,col117683
17684,col117684
17685,col117685
17686,col117686
17687,col117687
17688,col117688
17689,col117689
17690,col117690
17691,col117691
17692,col117692
17693,col117693
17694,col117694
17695,col117695
17696,col117696
17697,col117697
17698,col117698
17699,col117699
17700,col117700
17701,col117701
17702,col117702
17703,col117703
17704,col117704
17705,col117705
17706,col117706
17707,col117707
17708,col117708
17709,col117709
17710,col117710
17711,col117711
17712,col117712
17713,col117713
17714,col117714
17715,col117715
17716,col117716
17717,col117717
17718,col117718
17719,col117719
17720,col117720
17721,col117721
17722,col117722
17723,col117723
17724,col117724
17725,col117725
17726,col117726
17727,col117727
17728,col117728
17729,col117729
17730,col117730
17731,col117731
17732,col117732
17733,col117733
17734,col117734
17735,col117735
17736,col117736
17737,col117737
17738,col117738
17739,col117739
17740,col117740
17741,col117741
17742,col117742
17743,col117743
17744,col117744
17745,col117745
17746,col117746
17747,col117747
17748,col117748
17749,col117749
17750,col117750
17751,col117751
17752,col117752
17753,col117753
17754,col117754
17755,col117755
17756,col117756
17757,col117757
17758,col117758
17759,col117759
17760,col117760
17761,col117761
17762,col117762
17763,col117763
17764,col117764
17765,col117765
17766,col117766
17767,col117767
17768,col117768
17769,col117769
17770,col117770
17771,col117771
17772,col117772
17773,col117773
17774,col117774
17775,col117775
17776,col117776
17777,col117777
17778,col117778
17779,col117779
17780,col117780
17781,col117781
17782,col117782
17783,col117783
17784,col117784
17785,col117785
17786,col117786
17787,col117787
17788,col117788
17789,col117789
17790,col117790
17791,col117791
17792,col117792
17793,col117793
17794,col117794
17795,col117795
17796,col117796
17797,col117797
17798,col117798
17799,col117799
17800,col117800
17801,col117801
17802,col117802
17803,col117803
17804,col117804
17805,col117805
17806,col117806
17807,col117807
17808,col117808
17809,col117809
17810,col117810
17811,col117811
17812,col117812
17813,col117813
17814,col117814
17815,col117815
17816,col117816
17817,col117817
17818,col117818
17819,col117819
17820,col117820
17821,col117821
17822,col117822
17823,col117823
17824,col117824
17825,col117825
17826,col117826
17827,col117827
17828,col117828
17829,col117829
17830,col117830
17831,col117831
17832,col117832
17833,col117833
17834,col117834
17835,col117835
17836,col117836
17837,col117837
17838,col117838
17839,col117839
17840,col117840
17841,col117841
17842,col117842
17843,col117843
17844,col117844
17845,col117845
17846,col117846
17847,col117847
17848,col117848
17849,col117849
17850,col117850
17851,col117851
17852,col117852
17853,col117853
17854,col117854
17855,col117855
17856,col117856
17857,col117857
17858,col117858
17859,col117859
17860,col117860
17861,col117861
17862,col117862
17863,col117863
17864,col117864
17865,col117865
17866,col117866
17867,col117867
17868,col117868
17869,col117869
17870,col117870
17871,col117871
17872,col117872
17873,col117873
17874,col117874
17875,col117875
17876,col117876
17877,col117877
17878,col117878
17879,col117879
17880,col117880
17881,col117881
17882,col117882
17883,col117883
17884,col117884
17885,col117885
17886,col117886
17887,col117887
17888,col117888
17889,col117889
17890,col117890
17891,col117891
17892,col117892
17893,col117893
17894,col117894
17895,col117895
17896,col117896
17897,col117897
17898,col117898
17899,col117899
17900,col117900
17901,col117901
17902,col117902
17903,col117903
17904,col117904
17905,col117905
17906,col117906
17907,col117907
17908,col117908
17909,col117909
17910,col117910
17911,col117911
17912,col117912
17913,col117913
17914,col117914
17915,col117915
17916,col117916
17917,col117917
17918,col117918
17919,col117919
17920,col117920
17921,col117921
17922,col117922
17923,col117923
17924,col117924
17925,col117925
17926,col117926
17927,col117927
17928,col117928
17929,col117929
17930,col117930
17931,col117931
17932,col117932
17933,col117933
17934,col117934
17935,col117935
17936,col117936
17937,col117937
17938,col117938
17939,col117939
17940,col117940
17941,col117941
17942,col117942
17943,col117943
17944,col117944
17945,col117945
17946,col117946
17947,col117947
17948,col117948
17949,col117949
17950,col117950
17951,col117951
17952,col117952
17953,col117953
17954,col117954
17955,col117955
17956,col117956
17957,col117957
17958,col117958
17959,col117959
17960,col117960
17961,col117961
17962,col117962
17963,col117963
17964,col117964
17965,col117965
17966,col117966
17967,col117967
17968,col117968
17969,col117969
17970,col117970
17971,col117971
17972,col117972
17973,col117973
17974,col117974
17975,col117975
17976,col117976
17977,col117977
17978,col117978
17979,col117979
17980,col117980
17981,col117981
17982,col117982
17983,col117983
17984,col117984
17985,col117985
17986,col117986
17987,col117987
17988,col117988
17989,col117989
17990,col117990
17991,col117991
17992,col117992
17993,col117993
17994,col117994
17995,col117995
17996,col117996
17997,col117997
17998,col117998
17999,col117999
18000,col118000
18001,col118001
18002,col118002
18003,col118003
18004,col118004
18005,col118005
18006,col118006
18007,col118007
18008,col118008
18009,col118009
18010,col118010
18011,col118011
18012,col118012
18013,col118013
18014,col118014
18015,col118015
18016,col118016
18017,col118017
18018,col118018
18019,col118019
18020,col118020
18021,col118021
18022,col118022
18023,col118023
18024,col118024
18025,col118025
18026,col118026
18027,col118027
18028,col118028
18029,col118029
18030,col118030
18031,col118031
18032,col118032
18033,col118033
18034,col118034
18035,col118035
18036,col118036
18037,col118037
18038,col118038
18039,col118039
18040,col118040
18041,col118041
18042,col118042
18043,col118043
18044,col118044
18045,col118045
18046,col118046
18047,col118047
18048,col118048
18049,col118049
18050,col118050
18051,col118051
18052,col118052
18053,col118053
18054,col118054
18055,col118055
18056,col118056
18057,col118057
18058,col118058
18059,col118059
18060,col118060
18061,col118061
18062,col118062
18063,col118063
18064,col118064
18065,col118065
18066,col118066
18067,col118067
18068,col118068
18069,col118069
18070,col118070
18071,col118071
18072,col118072
18073,col118073
18074,col118074
18075,col118075
18076,col118076
18077,col118077
18078,col118078
18079,col118079
18080,col118080
18081,col118081
18082,col118082
18083,col118083
18084,col118084
18085,col118085
18086,col118086
18087,col118087
18088,col118088
18089,col118089
18090,col118090
18091,col118091
18092,col118092
18093,col118093
18094,col118094
18095,col118095
18096,col118096
18097,col118097
18098,col118098
18099,col118099
18100,col118100
18101,col118101
18102,col118102
18103,col118103
18104,col118104
18105,col118105
18106,col118106
18107,col118107
18108,col118108
18109,col118109
18110,col118110
18111,col118111
18112,col118112
18113,col118113
18114,col118114
18115,col118115
18116,col118116
18117,col118117
18118,col118118
18119,col118119
18120,col118120
18121,col118121
18122,col118122
18123,col118123
18124,col118124
18125,col118125
18126,col118126
18127,col118127
18128,col118128
18129,col118129
18130,col118130
18131,col118131
18132,col118132
18133,col118133
18134,col118134
18135,col118135
18136,col118136
18137,col118137
18138,col118138
18139,col118139
18140,col118140
18141,col118141
18142,col118142
18143,col118143
18144,col118144
18145,col118145
18146,col118146
18147,col118147
18148,col118148
18149,col118149
18150,col118150
18151,col118151
18152,col118152
18153,col118153
18154,col118154
18155,col118155
18156,col118156
18157,col118157
18158,col118158
18159,col118159
18160,col118160
18161,col118161
18162,col118162
18163,col118163
18164,col118164
18165,col118165
18166,col118166
18167,col118167
18168,col118168
18169,col118169
18170,col118170
18171,col118171
18172,col118172
18173,col118173
18174,col118174
18175,col118175
18176,col118176
18177,col118177
18178,col118178
18179,col118179
18180,col118180
18181,col118181
18182,col118182
18183,col118183
18184,col118184
18185,col118185
18186,col118186
18187,col118187
18188,col118188
18189,col118189
18190,col118190
18191,col118191
18192,col118192
18193,col118193
18194,col118194
18195,col118195
18196,col118196
18197,col118197
18198,col118198
18199,col118199
18200,col118200
18201,col118201
18202,col118202
18203,col118203
18204,col118204
18205,col118205
18206,col118206
18207,col118207
18208,col118208
18209,col118209
18210,col118210
18211,col118211
18212,col118212
18213,col118213
18214,col118214
18215,col118215
18216,col118216
18217,col118217
18218,col118218
18219,col118219
18220,col118220
18221,col118221
18222,col118222
18223,col118223
18224,col118224
18225,col118225
18226,col118226
18227,col118227
18228,col118228
18229,col118229
18230,col118230
18231,col118231
18232,col118232
18233,col118233
18234,col118234
18235,col118235
18236,col118236
18237,col118237
18238,col118238
18239,col118239
18240,col118240
18241,col118241
18242,col118242
18243,col118243
18244,col118244
18245,col118245
18246,col118246
18247,col118247
18248,col118248
18249,col118249
18250,col118250
18251,col118251
18252,col118252
18253,col118253
18254,col118254
18255,col118255
18256,col118256
18257,col118257
18258,col118258
18259,col118259
18260,col118260
18261,col118261
18262,col118262
18263,col118263
18264,col118264
18265,col118265
18266,col118266
18267,col118267
18268,col118268
18269,col118269
18270,col118270
18271,col118271
18272,col118272
18273,col118273
18274,col118274
18275,col118275
18276,col118276
18277,col118277
18278,col118278
18279,col118279
18280,col118280
18281,col118281
18282,col118282
18283,col118283
18284,col118284
18285,col118285
18286,col118286
18287,col118287
18288,col118288
18289,col118289
18290,col118290
18291,col118291
18292,col118292
18293,col118293
18294,col118294
18295,col118295
18296,col118296
18297,col118297
18298,col118298
18299,col118299
18300,col118300
18301,col118301
18302,col118302
18303,col118303
18304,col118304
18305,col118305
18306,col118306
18307,col118307
18308,col118308
18309,col118309
18310,col118310
18311,col118311
18312,col118312
18313,col118313
18314,col118314
18315,col118315
18316,col118316
18317,col118317
18318,col118318
18319,col118319
18320,col118320
18321,col118321
18322,col118322
18323,col118323
18324,col118324
18325,col118325
18326,col118326
18327,col118327
18328,col118328
18329,col118329
18330,col118330
18331,col118331
18332,col118332
18333,col118333
18334,col118334
18335,col118335
18336,col118336
18337,col118337
18338,col118338
18339,col118339
18340,col118340
18341,col118341
18342,col118342
18343,col118343
18344,col118344
18345,col118345
18346,col118346
18347,col118347
18348,col118348
18349,col118349
18350,col118350
18351,col118351
18352,col118352
18353,col118353
18354,col118354
18355,col118355
18356,col118356
18357,col118357
18358,col118358
18359,col118359
18360,col118360
18361,col118361
18362,col118362
18363,col118363
18364,col118364
18365,col118365
18366,col118366
18367,col118367
18368,col118368
18369,col118369
18370,col118370
18371,col118371
18372,col118372
18373,col118373
18374,col118374
18375,col118375
18376,col118376
18377,col118377
18378,col118378
18379,col118379
18380,col118380
18381,col118381
18382,col118382
18383,col118383
18384,col118384
18385,col118385
18386,col118386
18387,col118387
18388,col118388
18389,col118389
18390,col118390
18391,col118391
18392,col118392
18393,col118393
18394,col118394
18395,col118395
18396,col118396
18397,col118397
18398,col118398
18399,col118399
18400,col118400
18401,col118401
18402,col118402
18403,col118403
18404,col118404
18405,col118405
18406,col118406
18407,col118407
18408,col118408
18409,col118409
18410,col118410
18411,col118411
18412,col118412
18413,col118413
18414,col118414
18415,col118415
18416,col118416
18417,col118417
18418,col118418
18419,col118419
18420,col118420
18421,col118421
18422,col118422
18423,col118423
18424,col118424
18425,col118425
18426,col118426
18427,col118427
18428,col118428
18429,col118429
18430,col118430
18431,col118431
18432,col118432
18433,col118433
18434,col118434
18435,col118435
18436,col118436
18437,col118437
18438,col118438
18439,col118439
18440,col118440
18441,col118441
18442,col118442
18443,col118443
18444,col118444
18445,col118445
18446,col118446
18447,col118447
18448,col118448
18449,col118449
18450,col118450
18451,col118451
18452,col118452
18453,col118453
18454,col118454
18455,col118455
18456,col118456
18457,col118457
18458,col118458
18459,col118459
18460,col118460
18461,col118461
18462,col118462
18463,col118463
18464,col118464
18465,col118465
18466,col118466
18467,col118467
18468,col118468
18469,col118469
18470,col118470
18471,col118471
18472,col118472
18473,col118473
18474,col118474
18475,col118475
18476,col118476
18477,col118477
18478,col118478
18479,col118479
18480,col118480
18481,col118481
18482,col118482
18483,col118483
18484,col118484
18485,col118485
18486,col118486
18487,col118487
18488,col118488
18489,col118489
18490,col118490
18491,col118491
18492,col118492
18493,col118493
18494,col118494
18495,col118495
18496,col118496
18497,col118497
18498,col118498
18499,col118499
18500,col118500
18501,col118501
18502,col118502
18503,col118503
18504,col118504
18505,col118505
18506,col118506
18507,col118507
18508,col118508
18509,col118509
18510,col118510
18511,col118511
18512,col118512
18513,col118513
18514,col118514
18515,col118515
18516,col118516
18517,col118517
18518,col118518
18519,col118519
18520,col118520
18521,col118521
18522,col118522
18523,col118523
18524,col118524
18525,col118525
18526,col118526
18527,col118527
18528,col118528
18529,col118529
18530,col118530
18531,col118531
18532,col118532
18533,col118533
18534,col118534
18535,col118535
18536,col118536
18537,col118537
18538,col118538
18539,col118539
18540,col118540
18541,col118541
18542,col118542
18543,col118543
18544,col118544
18545,col118545
18546,col118546
18547,col118547
18548,col118548
18549,col118549
18550,col118550
18551,col118551
18552,col118552
18553,col118553
18554,col118554
18555,col118555
18556,col118556
18557,col118557
18558,col118558
18559,col118559
18560,col118560
18561,col118561
18562,col118562
18563,col118563
18564,col118564
18565,col118565
18566,col118566
18567,col118567
18568,col118568
18569,col118569
18570,col118570
18571,col118571
18572,col118572
18573,col118573
18574,col118574
18575,col118575
18576,col118576
18577,col118577
18578,col118578
18579,col118579
18580,col118580
18581,col118581
18582,col118582
18583,col118583
18584,col118584
18585,col118585
18586,col118586
18587,col118587
18588,col118588
18589,col118589
18590,col118590
18591,col118591
18592,col118592
18593,col118593
18594,col118594
18595,col118595
18596,col118596
18597,col118597
18598,col118598
18599,col118599
18600,col118600
18601,col118601
18602,col118602
18603,col118603
18604,col118604
18605,col118605
18606,col118606
18607,col118607
18608,col118608
18609,col118609
18610,col118610
18611,col118611
18612,col118612
18613,col118613
18614,col118614
18615,col118615
18616,col118616
18617,col118617
18618,col118618
18619,col118619
18620,col118620
18621,col118621
18622,col118622
18623,col118623
18624,col118624
18625,col118625
18626,col118626
18627,col118627
18628,col118628
18629,col118629
18630,col118630
18631,col118631
18632,col118632
18633,col118633
18634,col118634
18635,col118635
18636,col118636
18637,col118637
18638,col118638
18639,col118639
18640,col118640
18641,col118641
18642,col118642
18643,col118643
18644,col118644
18645,col118645
18646,col118646
18647,col118647
18648,col118648
18649,col118649
18650,col118650
18651,col118651
18652,col118652
18653,col118653
18654,col118654
18655,col118655
18656,col118656
18657,col118657
18658,col118658
18659,col118659
18660,col118660
18661,col118661
18662,col118662
18663,col118663
18664,col118664
18665,col118665
18666,col118666
18667,col118667
18668,col118668
18669,col118669
18670,col118670
18671,col118671
18672,col118672
18673,col118673
18674,col118674
18675,col118675
18676,col118676
18677,col118677
18678,col118678
18679,col118679
18680,col118680
18681,col118681
18682,col118682
18683,col118683
18684,col118684
18685,col118685
18686,col118686
18687,col118687
18688,col118688
18689,col118689
18690,col118690
18691,col118691
18692,col118692
18693,col118693
18694,col118694
18695,col118695
18696,col118696
18697,col118697
18698,col118698
18699,col118699
18700,col118700
18701,col118701
18702,col118702
18703,col118703
18704,col118704
18705,col118705
18706,col118706
18707,col118707
18708,col118708
18709,col118709
18710,col118710
18711,col118711
18712,col118712
18713,col118713
18714,col118714
18715,col118715
18716,col118716
18717,col118717
18718,col118718
18719,col118719
18720,col118720
18721,col118721
18722,col118722
18723,col118723
18724,col118724
18725,col118725
18726,col118726
18727,col118727
18728,col118728
18729,col118729
18730,col118730
18731,col118731
18732,col118732
18733,col118733
18734,col118734
18735,col118735
18736,col118736
18737,col118737
18738,col118738
18739,col118739
18740,col118740
18741,col118741
18742,col118742
18743,col118743
18744,col118744
18745,col118745
18746,col118746
18747,col118747
18748,col118748
18749,col118749
18750,col118750
18751,col118751
18752,col118752
18753,col118753
18754,col118754
18755,col118755
18756,col118756
18757,col118757
18758,col118758
18759,col118759
18760,col118760
18761,col118761
18762,col118762
18763,col118763
18764,col118764
18765,col118765
18766,col118766
18767,col118767
18768,col118768
18769,col118769
18770,col118770
18771,col118771
18772,col118772
18773,col118773
18774,col118774
18775,col118775
18776,col118776
18777,col118777
18778,col118778
18779,col118779
18780,col118780
18781,col118781
18782,col118782
18783,col118783
18784,col118784
18785,col118785
18786,col118786
18787,col118787
18788,col118788
18789,col118789
18790,col118790
18791,col118791
18792,col118792
18793,col118793
18794,col118794
18795,col118795
18796,col118796
18797,col118797
18798,col118798
18799,col118799
18800,col118800
18801,col118801
18802,col118802
18803,col118803
18804,col118804
18805,col118805
18806,col118806
18807,col118807
18808,col118808
18809,col118809
18810,col118810
18811,col118811
18812,col118812
18813,col118813
18814,col118814
18815,col118815
18816,col118816
18817,col118817
18818,col118818
18819,col118819
18820,col118820
18821,col118821
18822,col118822
18823,col118823
18824,col118824
18825,col118825
18826,col118826
18827,col118827
18828,col118828
18829,col118829
18830,col118830
18831,col118831
18832,col118832
18833,col118833
18834,col118834
18835,col118835
18836,col118836
18837,col118837
18838,col118838
18839,col118839
18840,col118840
18841,col118841
18842,col118842
18843,col118843
18844,col118844
18845,col118845
18846,col118846
18847,col118847
18848,col118848
18849,col118849
18850,col118850
18851,col118851
18852,col118852
18853,col118853
18854,col118854
18855,col118855
18856,col118856
18857,col118857
18858,col118858
18859,col118859
18860,col118860
18861,col118861
18862,col118862
18863,col118863
18864,col118864
18865,col118865
18866,col118866
18867,col118867
18868,col118868
18869,col118869
18870,col118870
18871,col118871
18872,col118872
18873,col118873
18874,col118874
18875,col118875
18876,col118876
18877,col118877
18878,col118878
18879,col118879
18880,col118880
18881,col118881
18882,col118882
18883,col118883
18884,col118884
18885,col118885
18886,col118886
18887,col118887
18888,col118888
18889,col118889
18890,col118890
18891,col118891
18892,col118892
18893,col118893
18894,col118894
18895,col118895
18896,col118896
18897,col118897
18898,col118898
18899,col118899
18900,col118900
18901,col118901
18902,col118902
18903,col118903
18904,col118904
18905,col118905
18906,col118906
18907,col118907
18908,col118908
18909,col118909
18910,col118910
18911,col118911
18912,col118912
18913,col118913
18914,col118914
18915,col118915
18916,col118916
18917,col118917
18918,col118918
18919,col118919
18920,col118920
18921,col118921
18922,col118922
18923,col118923
18924,col118924
18925,col118925
18926,col118926
18927,col118927
18928,col118928
18929,col118929
18930,col118930
18931,col118931
18932,col118932
18933,col118933
18934,col118934
18935,col118935
18936,col118936
18937,col118937
18938,col118938
18939,col118939
18940,col118940
18941,col118941
18942,col118942
18943,col118943
18944,col118944
18945,col118945
18946,col118946
18947,col118947
18948,col118948
18949,col118949
18950,col118950
18951,col118951
18952,col118952
18953,col118953
18954,col118954
18955,col118955
18956,col118956
18957,col118957
18958,col118958
18959,col118959
18960,col118960
18961,col118961
18962,col118962
18963,col118963
18964,col118964
18965,col118965
18966,col118966
18967,col118967
18968,col118968
18969,col118969
18970,col118970
18971,col118971
18972,col118972
18973,col118973
18974,col118974
18975,col118975
18976,col118976
18977,col118977
18978,col118978
18979,col118979
18980,col118980
18981,col118981
18982,col118982
18983,col118983
18984,col118984
18985,col118985
18986,col118986
18987,col118987
18988,col118988
18989,col118989
18990,col118990
18991,col118991
18992,col118992
18993,col118993
18994,col118994
18995,col118995
18996,col118996
18997,col118997
18998,col118998
18999,col118999
19000,col119000
19001,col119001
19002,col119002
19003,col119003
19004,col119004
19005,col119005
19006,col119006
19007,col119007
19008,col119008
19009,col119009
19010,col119010
19011,col119011
19012,col119012
19013,col119013
19014,col119014
19015,col119015
19016,col119016
19017,col119017
19018,col119018
19019,col119019
19020,col119020
19021,col119021
19022,col119022
19023,col119023
19024,col119024
19025,col119025
19026,col119026
19027,col119027
19028,col119028
19029,col119029
19030,col119030
19031,col119031
19032,col119032
19033,col119033
19034,col119034
19035,col119035
19036,col119036
19037,col119037
19038,col119038
19039,col119039
19040,col119040
19041,col119041
19042,col119042
19043,col119043
19044,col119044
19045,col119045
19046,col119046
19047,col119047
19048,col119048
19049,col119049
19050,col119050
19051,col119051
19052,col119052
19053,col119053
19054,col119054
19055,col119055
19056,col119056
19057,col119057
19058,col119058
19059,col119059
19060,col119060
19061,col119061
19062,col119062
19063,col119063
19064,col119064
19065,col119065
19066,col119066
19067,col119067
19068,col119068
19069,col119069
19070,col119070
19071,col119071
19072,col119072
19073,col119073
19074,col119074
19075,col119075
19076,col119076
19077,col119077
19078,col119078
19079,col119079
19080,col119080
19081,col119081
19082,col119082
19083,col119083
19084,col119084
19085,col119085
19086,col119086
19087,col119087
19088,col119088
19089,col119089
19090,col119090
19091,col119091
19092,col119092
19093,col119093
19094,col119094
19095,col119095
19096,col119096
19097,col119097
19098,col119098
19099,col119099
19100,col119100
19101,col119101
19102,col119102
19103,col119103
19104,col119104
19105,col119105
19106,col119106
19107,col119107
19108,col119108
19109,col119109
19110,col119110
19111,col119111
19112,col119112
19113,col119113
19114,col119114
19115,col119115
19116,col119116
19117,col119117
19118,col119118
19119,col119119
19120,col119120
19121,col119121
19122,col119122
19123,col119123
19124,col119124
19125,col119125
19126,col119126
19127,col119127
19128,col119128
19129,col119129
19130,col119130
19131,col119131
19132,col119132
19133,col119133
19134,col119134
19135,col119135
19136,col119136
19137,col119137
19138,col119138
19139,col119139
19140,col119140
19141,col119141
19142,col119142
19143,col119143
19144,col119144
19145,col119145
19146,col119146
19147,col119147
19148,col119148
19149,col119149
19150,col119150
19151,col119151
19152,col119152
19153,col119153
19154,col119154
19155,col119155
19156,col119156
19157,col119157
19158,col119158
19159,col119159
19160,col119160
19161,col119161
19162,col119162
19163,col119163
19164,col119164
19165,col119165
19166,col119166
19167,col119167
19168,col119168
19169,col119169
19170,col119170
19171,col119171
19172,col119172
19173,col119173
19174,col119174
19175,col119175
19176,col119176
19177,col119177
19178,col119178
19179,col119179
19180,col119180
19181,col119181
19182,col119182
19183,col119183
19184,col119184
19185,col119185
19186,col119186
19187,col119187
19188,col119188
19189,col119189
19190,col119190
19191,col119191
19192,col119192
19193,col119193
19194,col119194
19195,col119195
19196,col119196
19197,col119197
19198,col119198
19199,col119199
19200,col119200
19201,col119201
19202,col119202
19203,col119203
19204,col119204
19205,col119205
19206,col119206
19207,col119207
19208,col119208
19209,col119209
19210,col119210
19211,col119211
19212,col119212
19213,col119213
19214,col119214
19215,col119215
19216,col119216
19217,col119217
19218,col119218
19219,col119219
19220,col119220
19221,col119221
19222,col119222
19223,col119223
19224,col119224
19225,col119225
19226,col119226
19227,col119227
19228,col119228
19229,col119229
19230,col119230
19231,col119231
19232,col119232
19233,col119233
19234,col119234
19235,col119235
19236,col119236
19237,col119237
19238,col119238
19239,col119239
19240,col119240
19241,col119241
19242,col119242
19243,col119243
19244,col119244
19245,col119245
19246,col119246
19247,col119247
19248,col119248
19249,col119249
19250,col119250
19251,col119251
19252,col119252
19253,col119253
19254,col119254
19255,col119255
19256,col119256
19257,col119257
19258,col119258
19259,col119259
19260,col119260
19261,col119261
19262,col119262
19263,col119263
19264,col119264
19265,col119265
19266,col119266
19267,col119267
19268,col119268
19269,col119269
19270,col119270
19271,col119271
19272,col119272
19273,col119273
19274,col119274
19275,col119275
19276,col119276
19277,col119277
19278,col119278
19279,col119279
19280,col119280
19281,col119281
19282,col119282
19283,col119283
19284,col119284
19285,col119285
19286,col119286
19287,col119287
19288,col119288
19289,col119289
19290,col119290
19291,col119291
19292,col119292
19293,col119293
19294,col119294
19295,col119295
19296,col119296
19297,col119297
19298,col119298
19299,col119299
19300,col119300
19301,col119301
19302,col119302
19303,col119303
19304,col119304
19305,col119305
19306,col119306
19307,col119307
19308,col119308
19309,col119309
19310,col119310
19311,col119311
19312,col119312
19313,col119313
19314,col119314
19315,col119315
19316,col119316
19317,col119317
19318,col119318
19319,col119319
19320,col119320
19321,col119321
19322,col119322
19323,col119323
19324,col119324
19325,col119325
19326,col119326
19327,col119327
19328,col119328
19329,col119329
19330,col119330
19331,col119331
19332,col119332
19333,col119333
19334,col119334
19335,col119335
19336,col119336
19337,col119337
19338,col119338
19339,col119339
19340,col119340
19341,col119341
19342,col119342
19343,col119343
19344,col119344
19345,col119345
19346,col119346
19347,col119347
19348,col119348
19349,col119349
19350,col119350
19351,col119351
19352,col119352
19353,col119353
19354,col119354
19355,col119355
19356,col119356
19357,col119357
19358,col119358
19359,col119359
19360,col119360
19361,col119361
19362,col119362
19363,col119363
19364,col119364
19365,col119365
19366,col119366
19367,col119367
19368,col119368
19369,col119369
19370,col119370
19371,col119371
19372,col119372
19373,col119373
19374,col119374
19375,col119375
19376,col119376
19377,col119377
19378,col119378
19379,col119379
19380,col119380
19381,col119381
19382,col119382
19383,col119383
19384,col119384
19385,col119385
19386,col119386
19387,col119387
19388,col119388
19389,col119389
19390,col119390
19391,col119391
19392,col119392
19393,col119393
19394,col119394
19395,col119395
19396,col119396
19397,col119397
19398,col119398
19399,col119399
19400,col119400
19401,col119401
19402,col119402
19403,col119403
19404,col119404
19405,col119405
19406,col119406
19407,col119407
19408,col119408
19409,col119409
19410,col119410
19411,col119411
19412,col119412
19413,col119413
19414,col119414
19415,col119415
19416,col119416
19417,col119417
19418,col119418
19419,col119419
19420,col119420
19421,col119421
19422,col119422
19423,col119423
19424,col119424
19425,col119425
19426,col119426
19427,col119427
19428,col119428
19429,col119429
19430,col119430
19431,col119431
19432,col119432
19433,col119433
19434,col119434
19435,col119435
19436,col119436
19437,col119437
19438,col119438
19439,col119439
19440,col119440
19441,col119441
19442,col119442
19443,col119443
19444,col119444
19445,col119445
19446,col119446
19447,col119447
19448,col119448
19449,col119449
19450,col119450
19451,col119451
19452,col119452
19453,col119453
19454,col119454
19455,col119455
19456,col119456
